~~~~~~~~~~~~~~~
Text File : itemname_tch.msbt
~~~~~~~~~~~~~~~
ITEMNAME_000	無
ZKN_FORM_229_001	超級黑魯加
ZKN_FORM_248_001	超級班基拉斯
ZKN_FORM_254_001	超級蜥蜴王
ZKN_FORM_257_001	超級火焰雞
ZKN_FORM_260_001	超級巨沼怪
ZKN_FORM_263_001	伽勒爾的樣子
ZKN_FORM_264_001	伽勒爾的樣子
ZKN_FORM_282_001	超級沙奈朵
ZKN_FORM_302_001	超級勾魂眼
ZKN_FORM_303_001	超級大嘴娃
ZKN_FORM_306_001	超級波士可多拉
ZKN_FORM_308_001	超級恰雷姆
ZKN_FORM_310_001	超級雷電獸
ZKN_FORM_319_001	超級巨牙鯊
ZKN_FORM_323_001	超級噴火駝
ZKN_FORM_334_001	超級七夕青鳥
ZKN_FORM_351_001	太陽的樣子
ZKN_FORM_351_002	雨水的樣子
ZKN_FORM_351_003	雪雲的樣子
ZKN_FORM_354_001	超級詛咒娃娃
ZKN_FORM_359_001	超級阿勃梭魯
ZKN_FORM_362_001	超級冰鬼護
ZKN_FORM_373_001	超級暴飛龍
ZKN_FORM_376_001	超級巨金怪
ZKN_FORM_380_001	超級拉帝亞斯
ZKN_FORM_381_001	超級拉帝歐斯
ZKN_FORM_382_001	原始回歸的樣子
ZKN_FORM_383_001	原始回歸的樣子
ZKN_FORM_384_001	超級烈空坐
ZKN_FORM_386_001	攻擊形態
ZKN_FORM_386_002	防禦形態
ZKN_FORM_386_003	速度形態
ZKN_FORM_412_001	砂土蓑衣
ZKN_FORM_412_002	垃圾蓑衣
ZKN_FORM_413_001	砂土蓑衣
ZKN_FORM_413_002	垃圾蓑衣
ZKN_FORM_414_001	
ZKN_FORM_414_002	
ZKN_FORM_421_001	晴天形態
ZKN_FORM_422_001	東海
ZKN_FORM_423_001	東海
ZKN_FORM_428_001	超級長耳兔
ZKN_FORM_445_001	超級烈咬陸鯊
ZKN_FORM_448_001	超級路卡利歐
ZKN_FORM_460_001	超級暴雪王
ZKN_FORM_475_001	超級艾路雷朵
ZKN_FORM_479_001	加熱洛托姆
ZKN_FORM_479_002	清洗洛托姆
ZKN_FORM_479_003	結冰洛托姆
ZKN_FORM_479_004	旋轉洛托姆
ZKN_FORM_479_005	切割洛托姆
ZKN_FORM_487_001	起源形態
ZKN_FORM_492_001	天空形態
ZKN_FORM_493_001	阿爾宙斯的樣子
ZKN_FORM_493_002	阿爾宙斯的樣子
ZKN_FORM_493_003	阿爾宙斯的樣子
ZKN_FORM_493_004	阿爾宙斯的樣子
ZKN_FORM_493_005	阿爾宙斯的樣子
ZKN_FORM_493_006	阿爾宙斯的樣子
ZKN_FORM_493_007	阿爾宙斯的樣子
ZKN_FORM_493_008	阿爾宙斯的樣子
ZKN_FORM_493_009	阿爾宙斯的樣子
ZKN_FORM_493_010	阿爾宙斯的樣子
ZKN_FORM_493_011	阿爾宙斯的樣子
ZKN_FORM_493_012	阿爾宙斯的樣子
ZKN_FORM_493_013	阿爾宙斯的樣子
ZKN_FORM_493_014	阿爾宙斯的樣子
ZKN_FORM_493_015	阿爾宙斯的樣子
ZKN_FORM_493_016	阿爾宙斯的樣子
ZKN_FORM_493_017	阿爾宙斯的樣子
ZKN_FORM_521_001	
ZKN_FORM_531_001	超級差不多娃娃
ZKN_FORM_550_001	藍條紋的樣子
ZKN_FORM_554_001	伽勒爾的樣子
ZKN_FORM_555_001	達摩模式
ZKN_FORM_555_002	伽勒爾的樣子
ZKN_FORM_555_003	達摩模式
ZKN_FORM_562_001	伽勒爾的樣子
ZKN_FORM_569_999	超極巨化
ZKN_FORM_585_001	夏天的樣子
ZKN_FORM_585_002	秋天的樣子
ZKN_FORM_585_003	冬天的樣子
ZKN_FORM_586_001	夏天的樣子
ZKN_FORM_586_002	秋天的樣子
ZKN_FORM_586_003	冬天的樣子
ZKN_FORM_592_001	
ZKN_FORM_593_001	
ZKN_FORM_618_001	伽勒爾的樣子
ZKN_FORM_641_001	靈獸形態
ZKN_FORM_642_001	靈獸形態
ZKN_FORM_645_001	靈獸形態
ZKN_FORM_646_001	焰白酋雷姆
ZKN_FORM_646_002	闇黑酋雷姆
ZKN_FORM_647_001	覺悟的樣子
ZKN_FORM_648_001	舞步形態
ZKN_FORM_649_001	蓋諾賽克特的樣子
ZKN_FORM_649_002	蓋諾賽克特的樣子
ZKN_FORM_649_003	蓋諾賽克特的樣子
ZKN_FORM_649_004	蓋諾賽克特的樣子
ZKN_FORM_658_001	
ZKN_FORM_658_002	小智版甲賀忍蛙
ZKN_FORM_664_001	
ZKN_FORM_664_002	
ZKN_FORM_664_003	
ZKN_FORM_664_004	
ZKN_FORM_664_005	
ZKN_FORM_664_006	
ZKN_FORM_664_007	
ZKN_FORM_664_008	
ZKN_FORM_664_009	
ZKN_FORM_664_010	
ZKN_FORM_664_011	
ZKN_FORM_664_012	
ZKN_FORM_664_013	
ZKN_FORM_664_014	
ZKN_FORM_664_015	
ZKN_FORM_664_016	
ZKN_FORM_664_017	
ZKN_FORM_664_018	
ZKN_FORM_664_019	
ZKN_FORM_665_001	
ZKN_FORM_665_002	
ZKN_FORM_665_003	
ZKN_FORM_665_004	
ZKN_FORM_665_005	
ZKN_FORM_665_006	
ZKN_FORM_665_007	
ZKN_FORM_665_008	
ZKN_FORM_665_009	
ZKN_FORM_665_010	
ZKN_FORM_665_011	
ZKN_FORM_665_012	
ZKN_FORM_665_013	
ZKN_FORM_665_014	
ZKN_FORM_665_015	
ZKN_FORM_665_016	
ZKN_FORM_665_017	
ZKN_FORM_665_018	
ZKN_FORM_665_019	
ZKN_FORM_666_001	雪國花紋
ZKN_FORM_666_002	雪原花紋
ZKN_FORM_666_003	大陸花紋
ZKN_FORM_666_004	庭園花紋
ZKN_FORM_666_005	高雅花紋
ZKN_FORM_666_006	花園花紋
ZKN_FORM_666_007	摩登花紋
ZKN_FORM_666_008	大海花紋
ZKN_FORM_666_009	群島花紋
ZKN_FORM_666_010	荒野花紋
ZKN_FORM_666_011	沙塵花紋
ZKN_FORM_666_012	大河花紋
ZKN_FORM_666_013	驟雨花紋
ZKN_FORM_666_014	熱帶草原花紋
ZKN_FORM_666_015	太陽花紋
ZKN_FORM_666_016	大洋花紋
ZKN_FORM_666_017	熱帶雨林花紋
ZKN_FORM_666_018	幻彩花紋
ZKN_FORM_666_019	球球花紋
ZKN_FORM_669_001	黃花
ZKN_FORM_669_002	橙花
ZKN_FORM_669_003	藍花
ZKN_FORM_669_004	白花
ZKN_FORM_670_001	黃花
ZKN_FORM_670_002	橙花
ZKN_FORM_670_003	藍花
ZKN_FORM_670_004	白花
ZKN_FORM_670_005	永恆之花
ZKN_FORM_671_001	黃花
ZKN_FORM_671_002	橙花
ZKN_FORM_671_003	藍花
ZKN_FORM_671_004	白花
ZKN_FORM_676_001	心形造型
ZKN_FORM_676_002	星形造型
ZKN_FORM_676_003	菱形造型
ZKN_FORM_676_004	淑女造型
ZKN_FORM_676_005	貴婦造型
ZKN_FORM_676_006	紳士造型
ZKN_FORM_676_007	女王造型
ZKN_FORM_676_008	歌舞伎造型
ZKN_FORM_676_009	國王造型
ZKN_FORM_678_001	雌性的樣子
ZKN_FORM_681_001	刀劍形態
ZKN_FORM_710_001	小尺寸
ZKN_FORM_710_002	大尺寸
ZKN_FORM_710_003	特大尺寸
ZKN_FORM_711_001	小尺寸
ZKN_FORM_711_002	大尺寸
ZKN_FORM_711_003	特大尺寸
ZKN_FORM_716_001	活躍模式
ZKN_FORM_718_001	１０％形態
ZKN_FORM_718_002	１０％形態
ZKN_FORM_718_003	５０％形態
ZKN_FORM_718_004	完全體形態
ZKN_FORM_719_001	超級蒂安希
ZKN_FORM_720_001	解放胡帕
ZKN_FORM_735_001	
ZKN_FORM_738_001	
ZKN_FORM_741_001	啪滋啪滋風格
ZKN_FORM_741_002	呼拉呼拉風格
ZKN_FORM_741_003	輕盈輕盈風格
ZKN_FORM_743_001	
ZKN_FORM_744_001	
ZKN_FORM_745_001	黑夜的樣子
ZKN_FORM_745_002	黃昏的樣子
ZKN_FORM_746_001	魚群的樣子
ZKN_FORM_752_001	
ZKN_FORM_754_001	
ZKN_FORM_758_001	
ZKN_FORM_773_001	屬性：戰鬥
ZKN_FORM_773_002	屬性：飛翔
ZKN_FORM_773_003	屬性：毒
ZKN_FORM_773_004	屬性：大地
ZKN_FORM_773_005	屬性：岩石
ZKN_FORM_773_006	屬性：蟲子
ZKN_FORM_773_007	屬性：幽靈
ZKN_FORM_773_008	屬性：鋼鐵
ZKN_FORM_773_009	屬性：火焰
ZKN_FORM_773_010	屬性：清水
ZKN_FORM_773_011	屬性：青草
ZKN_FORM_773_012	屬性：電子
ZKN_FORM_773_013	屬性：精神
ZKN_FORM_773_014	屬性：冰雪
ZKN_FORM_773_015	屬性：龍
ZKN_FORM_773_016	屬性：黑暗
ZKN_FORM_773_017	屬性：妖精
ZKN_FORM_774_001	流星的樣子
ZKN_FORM_774_002	流星的樣子
ZKN_FORM_774_003	流星的樣子
ZKN_FORM_774_004	流星的樣子
ZKN_FORM_774_005	流星的樣子
ZKN_FORM_774_006	流星的樣子
ZKN_FORM_774_007	紅色核心
ZKN_FORM_774_008	橙色核心
ZKN_FORM_774_009	黃色核心
ZKN_FORM_774_010	綠色核心
ZKN_FORM_774_011	淺藍色核心
ZKN_FORM_774_012	藍色核心
ZKN_FORM_774_013	紫色核心
ZKN_FORM_777_001	
ZKN_FORM_778_001	現形的樣子
ZKN_FORM_778_002	
ZKN_FORM_778_003	
ZKN_FORM_784_001	
ZKN_FORM_800_001	黃昏之鬃
ZKN_FORM_800_002	拂曉之翼
ZKN_FORM_800_003	究極奈克洛茲瑪
ZKN_FORM_801_001	５００年前的顏色
ZKN_FORM_809_999	超極巨化
ZKN_FORM_812_999	超極巨化
ZKN_FORM_815_999	超極巨化
ZKN_FORM_818_999	超極巨化
ZKN_FORM_823_999	超極巨化
ZKN_FORM_826_999	超極巨化
ZKN_FORM_834_999	超極巨化
ZKN_FORM_839_999	超極巨化
ZKN_FORM_841_999	超極巨化
ZKN_FORM_842_999	超極巨化
ZKN_FORM_844_999	超極巨化
ZKN_FORM_845_001	一口吞的樣子
ZKN_FORM_845_002	大口吞的樣子
ZKN_FORM_849_001	低調的樣子
ZKN_FORM_849_999	超極巨化
ZKN_FORM_851_999	超極巨化
ZKN_FORM_854_001	
ZKN_FORM_855_001	
ZKN_FORM_858_999	超極巨化
ZKN_FORM_861_999	超極巨化
ZKN_FORM_869_001	奶香紅鑽
ZKN_FORM_869_002	奶香抹茶
ZKN_FORM_869_003	奶香薄荷
ZKN_FORM_869_004	奶香檸檬
ZKN_FORM_869_005	奶香雪鹽
ZKN_FORM_869_006	紅鑽綜合
ZKN_FORM_869_007	焦糖綜合
ZKN_FORM_869_008	三色綜合
ZKN_FORM_869_999	超極巨化
ZKN_FORM_875_001	解凍頭
ZKN_FORM_876_001	雌性的樣子
ZKN_FORM_877_001	空腹花紋
ZKN_FORM_879_999	超極巨化
ZKN_FORM_884_999	超極巨化
ZKN_FORM_888_001	劍之王
ZKN_FORM_889_001	盾之王
ZKN_FORM_890_001	無極巨化
ZKN_FORM_890_999	無極巨化
ZKN_FORM_892_001	連擊流
ZKN_FORM_892_999	超極巨化
ZKN_FORM_892_998	超極巨化
ZKN_FORM_893_001	阿爸
ZKN_FORM_898_001	騎白馬的樣子
ZKN_FORM_898_002	騎黑馬的樣子

~~~~~~~~~~~~~~~
Text File : zkn_height_tch.msbt
~~~~~~~~~~~~~~~
ZKN_HEIGHT_000_000	???.?m
ZKN_HEIGHT_001_000	0.7m
ZKN_HEIGHT_002_000	1.0m
ZKN_HEIGHT_003_000	2.0m
ZKN_HEIGHT_004_000	0.6m
ZKN_HEIGHT_005_000	1.1m
ZKN_HEIGHT_006_000	1.7m
ZKN_HEIGHT_007_000	0.5m
ZKN_HEIGHT_008_000	1.0m
ZKN_HEIGHT_009_000	1.6m
ZKN_HEIGHT_010_000	0.3m
ZKN_HEIGHT_011_000	0.7m
ZKN_HEIGHT_012_000	1.1m
ZKN_HEIGHT_013_000	0.3m
ZKN_HEIGHT_014_000	0.6m
ZKN_HEIGHT_015_000	1.0m
ZKN_HEIGHT_016_000	0.3m
ZKN_HEIGHT_017_000	1.1m
ZKN_HEIGHT_018_000	1.5m
ZKN_HEIGHT_019_000	0.3m
ZKN_HEIGHT_020_000	0.7m
ZKN_HEIGHT_021_000	0.3m
ZKN_HEIGHT_022_000	1.2m
ZKN_HEIGHT_023_000	2.0m
ZKN_HEIGHT_024_000	3.5m
ZKN_HEIGHT_025_000	0.4m
ZKN_HEIGHT_026_000	0.8m
ZKN_HEIGHT_027_000	0.6m
ZKN_HEIGHT_028_000	1.0m
ZKN_HEIGHT_029_000	0.4m
ZKN_HEIGHT_030_000	0.8m
ZKN_HEIGHT_031_000	1.3m
ZKN_HEIGHT_032_000	0.5m
ZKN_HEIGHT_033_000	0.9m
ZKN_HEIGHT_034_000	1.4m
ZKN_HEIGHT_035_000	0.6m
ZKN_HEIGHT_036_000	1.3m
ZKN_HEIGHT_037_000	0.6m
ZKN_HEIGHT_038_000	1.1m
ZKN_HEIGHT_039_000	0.5m
ZKN_HEIGHT_040_000	1.0m
ZKN_HEIGHT_041_000	0.8m
ZKN_HEIGHT_042_000	1.6m
ZKN_HEIGHT_043_000	0.5m
ZKN_HEIGHT_044_000	0.8m
ZKN_HEIGHT_045_000	1.2m
ZKN_HEIGHT_046_000	0.3m
ZKN_HEIGHT_047_000	1.0m
ZKN_HEIGHT_048_000	1.0m
ZKN_HEIGHT_049_000	1.5m
ZKN_HEIGHT_050_000	0.2m
ZKN_HEIGHT_051_000	0.7m
ZKN_HEIGHT_052_000	0.4m
ZKN_HEIGHT_053_000	1.0m
ZKN_HEIGHT_054_000	0.8m
ZKN_HEIGHT_055_000	1.7m
ZKN_HEIGHT_056_000	0.5m
ZKN_HEIGHT_057_000	1.0m
ZKN_HEIGHT_058_000	0.7m
ZKN_HEIGHT_059_000	1.9m
ZKN_HEIGHT_060_000	0.6m
ZKN_HEIGHT_061_000	1.0m
ZKN_HEIGHT_062_000	1.3m
ZKN_HEIGHT_063_000	0.9m
ZKN_HEIGHT_064_000	1.3m
ZKN_HEIGHT_065_000	1.5m
ZKN_HEIGHT_066_000	0.8m
ZKN_HEIGHT_067_000	1.5m
ZKN_HEIGHT_068_000	1.6m
ZKN_HEIGHT_069_000	0.7m
ZKN_HEIGHT_070_000	1.0m
ZKN_HEIGHT_071_000	1.7m
ZKN_HEIGHT_072_000	0.9m
ZKN_HEIGHT_073_000	1.6m
ZKN_HEIGHT_074_000	0.4m
ZKN_HEIGHT_075_000	1.0m
ZKN_HEIGHT_076_000	1.4m
ZKN_HEIGHT_077_000	1.0m
ZKN_HEIGHT_078_000	1.7m
ZKN_HEIGHT_079_000	1.2m
ZKN_HEIGHT_080_000	1.6m
ZKN_HEIGHT_081_000	0.3m
ZKN_HEIGHT_082_000	1.0m
ZKN_HEIGHT_083_000	0.8m
ZKN_HEIGHT_084_000	1.4m
ZKN_HEIGHT_085_000	1.8m
ZKN_HEIGHT_086_000	1.1m
ZKN_HEIGHT_087_000	1.7m
ZKN_HEIGHT_088_000	0.9m
ZKN_HEIGHT_089_000	1.2m
ZKN_HEIGHT_090_000	0.3m
ZKN_HEIGHT_091_000	1.5m
ZKN_HEIGHT_092_000	1.3m
ZKN_HEIGHT_093_000	1.6m
ZKN_HEIGHT_094_000	1.5m
ZKN_HEIGHT_095_000	8.8m
ZKN_HEIGHT_096_000	1.0m
ZKN_HEIGHT_097_000	1.6m
ZKN_HEIGHT_098_000	0.4m
ZKN_HEIGHT_099_000	1.3m
ZKN_HEIGHT_100_000	0.5m
ZKN_HEIGHT_101_000	1.2m
ZKN_HEIGHT_102_000	0.4m
ZKN_HEIGHT_103_000	2.0m
ZKN_HEIGHT_104_000	0.4m
ZKN_HEIGHT_105_000	1.0m
ZKN_HEIGHT_106_000	1.5m
ZKN_HEIGHT_107_000	1.4m
ZKN_HEIGHT_108_000	1.2m
ZKN_HEIGHT_109_000	0.6m
ZKN_HEIGHT_110_000	1.2m
ZKN_HEIGHT_111_000	1.0m
ZKN_HEIGHT_112_000	1.9m
ZKN_HEIGHT_113_000	1.1m
ZKN_HEIGHT_114_000	1.0m
ZKN_HEIGHT_115_000	2.2m
ZKN_HEIGHT_116_000	0.4m
ZKN_HEIGHT_117_000	1.2m
ZKN_HEIGHT_118_000	0.6m
ZKN_HEIGHT_119_000	1.3m
ZKN_HEIGHT_120_000	0.8m
ZKN_HEIGHT_121_000	1.1m
ZKN_HEIGHT_122_000	1.3m
ZKN_HEIGHT_123_000	1.5m
ZKN_HEIGHT_124_000	1.4m
ZKN_HEIGHT_125_000	1.1m
ZKN_HEIGHT_126_000	1.3m
ZKN_HEIGHT_127_000	1.5m
ZKN_HEIGHT_128_000	1.4m
ZKN_HEIGHT_129_000	0.9m
ZKN_HEIGHT_130_000	6.5m
ZKN_HEIGHT_131_000	2.5m
ZKN_HEIGHT_132_000	0.3m
ZKN_HEIGHT_133_000	0.3m
ZKN_HEIGHT_134_000	1.0m
ZKN_HEIGHT_135_000	0.8m
ZKN_HEIGHT_136_000	0.9m
ZKN_HEIGHT_137_000	0.8m
ZKN_HEIGHT_138_000	0.4m
ZKN_HEIGHT_139_000	1.0m
ZKN_HEIGHT_140_000	0.5m
ZKN_HEIGHT_141_000	1.3m
ZKN_HEIGHT_142_000	1.8m
ZKN_HEIGHT_143_000	2.1m
ZKN_HEIGHT_144_000	1.7m
ZKN_HEIGHT_145_000	1.6m
ZKN_HEIGHT_146_000	2.0m
ZKN_HEIGHT_147_000	1.8m
ZKN_HEIGHT_148_000	4.0m
ZKN_HEIGHT_149_000	2.2m
ZKN_HEIGHT_150_000	2.0m
ZKN_HEIGHT_151_000	0.4m
ZKN_HEIGHT_152_000	0.9m
ZKN_HEIGHT_153_000	1.2m
ZKN_HEIGHT_154_000	1.8m
ZKN_HEIGHT_155_000	0.5m
ZKN_HEIGHT_156_000	0.9m
ZKN_HEIGHT_157_000	1.7m
ZKN_HEIGHT_158_000	0.6m
ZKN_HEIGHT_159_000	1.1m
ZKN_HEIGHT_160_000	2.3m
ZKN_HEIGHT_161_000	0.8m
ZKN_HEIGHT_162_000	1.8m
ZKN_HEIGHT_163_000	0.7m
ZKN_HEIGHT_164_000	1.6m
ZKN_HEIGHT_165_000	1.0m
ZKN_HEIGHT_166_000	1.4m
ZKN_HEIGHT_167_000	0.5m
ZKN_HEIGHT_168_000	1.1m
ZKN_HEIGHT_169_000	1.8m
ZKN_HEIGHT_170_000	0.5m
ZKN_HEIGHT_171_000	1.2m
ZKN_HEIGHT_172_000	0.3m
ZKN_HEIGHT_173_000	0.3m
ZKN_HEIGHT_174_000	0.3m
ZKN_HEIGHT_175_000	0.3m
ZKN_HEIGHT_176_000	0.6m
ZKN_HEIGHT_177_000	0.2m
ZKN_HEIGHT_178_000	1.5m
ZKN_HEIGHT_179_000	0.6m
ZKN_HEIGHT_180_000	0.8m
ZKN_HEIGHT_181_000	1.4m
ZKN_HEIGHT_182_000	0.4m
ZKN_HEIGHT_183_000	0.4m
ZKN_HEIGHT_184_000	0.8m
ZKN_HEIGHT_185_000	1.2m
ZKN_HEIGHT_186_000	1.1m
ZKN_HEIGHT_187_000	0.4m
ZKN_HEIGHT_188_000	0.6m
ZKN_HEIGHT_189_000	0.8m
ZKN_HEIGHT_190_000	0.8m
ZKN_HEIGHT_191_000	0.3m
ZKN_HEIGHT_192_000	0.8m
ZKN_HEIGHT_193_000	1.2m
ZKN_HEIGHT_194_000	0.4m
ZKN_HEIGHT_195_000	1.4m
ZKN_HEIGHT_196_000	0.9m
ZKN_HEIGHT_197_000	1.0m
ZKN_HEIGHT_198_000	0.5m
ZKN_HEIGHT_199_000	2.0m
ZKN_HEIGHT_200_000	0.7m
ZKN_HEIGHT_201_000	0.5m
ZKN_HEIGHT_202_000	1.3m
ZKN_HEIGHT_203_000	1.5m
ZKN_HEIGHT_204_000	0.6m
ZKN_HEIGHT_205_000	1.2m
ZKN_HEIGHT_206_000	1.5m
ZKN_HEIGHT_207_000	1.1m
ZKN_HEIGHT_208_000	9.2m
ZKN_HEIGHT_209_000	0.6m
ZKN_HEIGHT_210_000	1.4m
ZKN_HEIGHT_211_000	0.5m
ZKN_HEIGHT_212_000	1.8m
ZKN_HEIGHT_213_000	0.6m
ZKN_HEIGHT_214_000	1.5m
ZKN_HEIGHT_215_000	0.9m
ZKN_HEIGHT_216_000	0.6m
ZKN_HEIGHT_217_000	1.8m
ZKN_HEIGHT_218_000	0.7m
ZKN_HEIGHT_219_000	0.8m
ZKN_HEIGHT_220_000	0.4m
ZKN_HEIGHT_221_000	1.1m
ZKN_HEIGHT_222_000	0.6m
ZKN_HEIGHT_223_000	0.6m
ZKN_HEIGHT_224_000	0.9m
ZKN_HEIGHT_225_000	0.9m
ZKN_HEIGHT_226_000	2.1m
ZKN_HEIGHT_227_000	1.7m
ZKN_HEIGHT_228_000	0.6m
ZKN_HEIGHT_229_000	1.4m
ZKN_HEIGHT_230_000	1.8m
ZKN_HEIGHT_231_000	0.5m
ZKN_HEIGHT_232_000	1.1m
ZKN_HEIGHT_233_000	0.6m
ZKN_HEIGHT_234_000	1.4m
ZKN_HEIGHT_235_000	1.2m
ZKN_HEIGHT_236_000	0.7m
ZKN_HEIGHT_237_000	1.4m
ZKN_HEIGHT_238_000	0.4m
ZKN_HEIGHT_239_000	0.6m
ZKN_HEIGHT_240_000	0.7m
ZKN_HEIGHT_241_000	1.2m
ZKN_HEIGHT_242_000	1.5m
ZKN_HEIGHT_243_000	1.9m
ZKN_HEIGHT_244_000	2.1m
ZKN_HEIGHT_245_000	2.0m
ZKN_HEIGHT_246_000	0.6m
ZKN_HEIGHT_247_000	1.2m
ZKN_HEIGHT_248_000	2.0m
ZKN_HEIGHT_249_000	5.2m
ZKN_HEIGHT_250_000	3.8m
ZKN_HEIGHT_251_000	0.6m
ZKN_HEIGHT_252_000	0.5m
ZKN_HEIGHT_253_000	0.9m
ZKN_HEIGHT_254_000	1.7m
ZKN_HEIGHT_255_000	0.4m
ZKN_HEIGHT_256_000	0.9m
ZKN_HEIGHT_257_000	1.9m
ZKN_HEIGHT_258_000	0.4m
ZKN_HEIGHT_259_000	0.7m
ZKN_HEIGHT_260_000	1.5m
ZKN_HEIGHT_261_000	0.5m
ZKN_HEIGHT_262_000	1.0m
ZKN_HEIGHT_263_000	0.4m
ZKN_HEIGHT_264_000	0.5m
ZKN_HEIGHT_265_000	0.3m
ZKN_HEIGHT_266_000	0.6m
ZKN_HEIGHT_267_000	1.0m
ZKN_HEIGHT_268_000	0.7m
ZKN_HEIGHT_269_000	1.2m
ZKN_HEIGHT_270_000	0.5m
ZKN_HEIGHT_271_000	1.2m
ZKN_HEIGHT_272_000	1.5m
ZKN_HEIGHT_273_000	0.5m
ZKN_HEIGHT_274_000	1.0m
ZKN_HEIGHT_275_000	1.3m
ZKN_HEIGHT_276_000	0.3m
ZKN_HEIGHT_277_000	0.7m
ZKN_HEIGHT_278_000	0.6m
ZKN_HEIGHT_279_000	1.2m
ZKN_HEIGHT_280_000	0.4m
ZKN_HEIGHT_281_000	0.8m
ZKN_HEIGHT_282_000	1.6m
ZKN_HEIGHT_283_000	0.5m
ZKN_HEIGHT_284_000	0.8m
ZKN_HEIGHT_285_000	0.4m
ZKN_HEIGHT_286_000	1.2m
ZKN_HEIGHT_287_000	0.8m
ZKN_HEIGHT_288_000	1.4m
ZKN_HEIGHT_289_000	2.0m
ZKN_HEIGHT_290_000	0.5m
ZKN_HEIGHT_291_000	0.8m
ZKN_HEIGHT_292_000	0.8m
ZKN_HEIGHT_293_000	0.6m
ZKN_HEIGHT_294_000	1.0m
ZKN_HEIGHT_295_000	1.5m
ZKN_HEIGHT_296_000	1.0m
ZKN_HEIGHT_297_000	2.3m
ZKN_HEIGHT_298_000	0.2m
ZKN_HEIGHT_299_000	1.0m
ZKN_HEIGHT_300_000	0.6m
ZKN_HEIGHT_301_000	1.1m
ZKN_HEIGHT_302_000	0.5m
ZKN_HEIGHT_303_000	0.6m
ZKN_HEIGHT_304_000	0.4m
ZKN_HEIGHT_305_000	0.9m
ZKN_HEIGHT_306_000	2.1m
ZKN_HEIGHT_307_000	0.6m
ZKN_HEIGHT_308_000	1.3m
ZKN_HEIGHT_309_000	0.6m
ZKN_HEIGHT_310_000	1.5m
ZKN_HEIGHT_311_000	0.4m
ZKN_HEIGHT_312_000	0.4m
ZKN_HEIGHT_313_000	0.7m
ZKN_HEIGHT_314_000	0.6m
ZKN_HEIGHT_315_000	0.3m
ZKN_HEIGHT_316_000	0.4m
ZKN_HEIGHT_317_000	1.7m
ZKN_HEIGHT_318_000	0.8m
ZKN_HEIGHT_319_000	1.8m
ZKN_HEIGHT_320_000	2.0m
ZKN_HEIGHT_321_000	14.5m
ZKN_HEIGHT_322_000	0.7m
ZKN_HEIGHT_323_000	1.9m
ZKN_HEIGHT_324_000	0.5m
ZKN_HEIGHT_325_000	0.7m
ZKN_HEIGHT_326_000	0.9m
ZKN_HEIGHT_327_000	1.1m
ZKN_HEIGHT_328_000	0.7m
ZKN_HEIGHT_329_000	1.1m
ZKN_HEIGHT_330_000	2.0m
ZKN_HEIGHT_331_000	0.4m
ZKN_HEIGHT_332_000	1.3m
ZKN_HEIGHT_333_000	0.4m
ZKN_HEIGHT_334_000	1.1m
ZKN_HEIGHT_335_000	1.3m
ZKN_HEIGHT_336_000	2.7m
ZKN_HEIGHT_337_000	1.0m
ZKN_HEIGHT_338_000	1.2m
ZKN_HEIGHT_339_000	0.4m
ZKN_HEIGHT_340_000	0.9m
ZKN_HEIGHT_341_000	0.6m
ZKN_HEIGHT_342_000	1.1m
ZKN_HEIGHT_343_000	0.5m
ZKN_HEIGHT_344_000	1.5m
ZKN_HEIGHT_345_000	1.0m
ZKN_HEIGHT_346_000	1.5m
ZKN_HEIGHT_347_000	0.7m
ZKN_HEIGHT_348_000	1.5m
ZKN_HEIGHT_349_000	0.6m
ZKN_HEIGHT_350_000	6.2m
ZKN_HEIGHT_351_000	0.3m
ZKN_HEIGHT_352_000	1.0m
ZKN_HEIGHT_353_000	0.6m
ZKN_HEIGHT_354_000	1.1m
ZKN_HEIGHT_355_000	0.8m
ZKN_HEIGHT_356_000	1.6m
ZKN_HEIGHT_357_000	2.0m
ZKN_HEIGHT_358_000	0.6m
ZKN_HEIGHT_359_000	1.2m
ZKN_HEIGHT_360_000	0.6m
ZKN_HEIGHT_361_000	0.7m
ZKN_HEIGHT_362_000	1.5m
ZKN_HEIGHT_363_000	0.8m
ZKN_HEIGHT_364_000	1.1m
ZKN_HEIGHT_365_000	1.4m
ZKN_HEIGHT_366_000	0.4m
ZKN_HEIGHT_367_000	1.7m
ZKN_HEIGHT_368_000	1.8m
ZKN_HEIGHT_369_000	1.0m
ZKN_HEIGHT_370_000	0.6m
ZKN_HEIGHT_371_000	0.6m
ZKN_HEIGHT_372_000	1.1m
ZKN_HEIGHT_373_000	1.5m
ZKN_HEIGHT_374_000	0.6m
ZKN_HEIGHT_375_000	1.2m
ZKN_HEIGHT_376_000	1.6m
ZKN_HEIGHT_377_000	1.7m
ZKN_HEIGHT_378_000	1.8m
ZKN_HEIGHT_379_000	1.9m
ZKN_HEIGHT_380_000	1.4m
ZKN_HEIGHT_381_000	2.0m
ZKN_HEIGHT_382_000	4.5m
ZKN_HEIGHT_383_000	3.5m
ZKN_HEIGHT_384_000	7.0m
ZKN_HEIGHT_385_000	0.3m
ZKN_HEIGHT_386_000	1.7m
ZKN_HEIGHT_387_000	0.4m
ZKN_HEIGHT_388_000	1.1m
