~~~~~~~~~~~~~~~
Text File : itemname_esp.msbt
~~~~~~~~~~~~~~~
ITEMNAME_000	Ningún objeto
sp_ui_app_desc_0010_v3	Pokémon: Let's Go, Pikachu! y Pokémon: Let's Go, Eevee! son compatibles con la versión de Pokémon HOME para Nintendo Switch. Una vez conectados, se pueden transferir Pokémon de los juegos a Pokémon HOME o viceversa. Sin embargo, si un Pokémon procedente de Pokémon: Let's Go, Pikachu! o Pokémon: Let's Go, Eevee! se transfiere a otro juego distinto mediante Pokémon HOME, dicho Pokémon no podrá transferirse de vuelta a su juego original.
sp_ui_app_desc_0011_v3	Solo los Pokémon procedentes de Pokémon: Let's Go, Pikachu! o Pokémon: Let's Go, Eevee! pueden transferirse a estos dos juegos.
sp_ui_app_desc_0012_v3	El Banco de Pokémon te permite trasladar Pokémon obtenidos en títulos anteriores de la serie principal a la versión de Pokémon HOME para Nintendo Switch y la versión para dispositivos móviles.
sp_ui_app_desc_0013_v3	Para poder trasladar Pokémon desde el Banco de Pokémon a Pokémon HOME, debes tener el plan prémium (de pago). El Banco de Pokémon tiene un coste anual por separado.
sp_ui_app_desc_0014_v3	Conectar Pokémon GO
sp_ui_app_desc_0015_v3	Es posible transferir Pokémon obtenidos en Pokémon GO a la versión de Pokémon HOME para Nintendo Switch y la versión para dispositivos móviles.
sp_ui_app_desc_0016_v3	Conectar Pokémon Espada y Pokémon Escudo
sp_ui_app_desc_0017_v3	Conectar Pokémon: Let's Go, Pikachu! y Pokémon: Let's Go, Eevee!
sp_ui_app_desc_0018_v3	No es posible enviar de vuelta un Pokémon al Banco de Pokémon una vez trasladado a Pokémon HOME.
sp_ui_app_desc_0019_v3	Las Poké Millas del Banco de Pokémon no pueden enviarse a Pokémon HOME.
sp_ui_app_desc_0020_vgo	Para poder transferir Pokémon de Pokémon GO a Pokémon HOME, ambas aplicaciones deben estar vinculadas a la misma cuenta Nintendo.
sp_ui_app_desc_0021_vgo	No es posible enviar de vuelta un Pokémon a Pokémon GO una vez transferido a Pokémon HOME.
sp_ui_app_desc_0022_vgo	Algunos Pokémon de Pokémon GO no pueden transferirse a Pokémon HOME.
sp_ui_app_desc_0023_vgo	Los Pokémon transferidos de Pokémon GO a Pokémon HOME se pueden enviar a los siguientes juegos: Pokémon Espada y Pokémon Escudo
sp_ui_app_desc_0024_vgo	Para poder enviar ciertos Pokémon capturados en Pokémon GO y transferidos a Pokémon HOME a otro juego compatible, es necesario tener ese Pokémon registrado en la Pokédex del juego de destino o bien haberlo obtenido en algún punto de la partida.
sp_ui_app_desc_0025_vgo	Al vincular Pokémon HOME con los juegos y servicios compatibles, puedes transferir los Pokémon que hayas encontrado en los juegos de la serie principal o en Pokémon GO a Pokémon HOME, y de allí a ciertos juegos. También puedes intercambiar Pokémon con usuarios de todo el mundo.
sp_ui_link_go_0001_vgo	Conexión con Pokémon GO
sp_ui_link_go_0002_vgo	Se han transferido uno o más Pokémon desde Pokémon GO.  ¿Quieres recibirlos?
sp_ui_transfer_accept_vgo	Recibir Pokémon
sp_ui_transfer_accept_confirm_vgo	Ver Pokémon transferidos
sp_ui_transfer_complete_head_vgo	Pokémon recibidos
sp_ui_go_complete_body_vgo	Se ha completado la recepción de Pokémon desde Pokémon GO.
sp_ui_go_info_vgo	Aquí puedes recibir Pokémon transferidos desde Pokémon GO.
sp_ui_go_over_capacity_bank_vgo	No queda espacio para más Pokémon en Pokémon HOME. Haz sitio en las cajas antes de intentarlo de nuevo.
sp_ui_go_over_capacity_title_vgo	Espacio insuficiente
sp_ui_go_pokemon_list_vgo	Ver cajas
sp_ui_transfer_failure_vgo	Se ha producido un error durante la recepción de Pokémon. Vuelve a intentarlo. Regresarás a la pantalla del título.
sp_ui_holoholo_trainer_name_vgo	Entrenador de Pokémon GO
sp_ui_model_viewer_001	Controles
sp_ui_model_viewer_002	Tocar
sp_ui_model_viewer_003	Acciones
sp_ui_model_viewer_004	Pellizcar
sp_ui_model_viewer_005	Acercar/Alejar
sp_ui_model_viewer_006	Deslizar
sp_ui_model_viewer_007	Girar
sp_ui_model_viewer_008	Deslizar con dos dedos
sp_ui_model_viewer_009	Mover
sp_ui_get_calendar_v5	Calendario de captura
sp_ui_calendar_v5	Calendario
sp_ui_memory_v5	Aniversarios
sp_ui_calendar_year_v5	Año
sp_ui_calendar_numerical_year_v5	[VAR_YEAR]
sp_ui_calendar_numerical_year_month_v5	[VAR_MONTH]/[VAR_YEAR]
sp_ui_calendar_numerical_month_day_v5	[VAR_MONTH]/[VAR]
sp_ui_calendar_numerical_date_v5	[VAR_DAY]/[VAR_MONTH]/[VAR_YEAR]
sp_ui_calendar_illegal_date_v5	Fecha desconocida
sp_ui_calendar_date_v5	Fecha
sp_ui_calendar_unspecified_v5	Aniversarios de hoy
sp_ui_calendar_manage_memory_v5	Gestionar aniversarios
sp_ui_calendar_register_memory_v5	Crear aniversario
sp_ui_calendar_register_memory_info_v5	Elige la fecha y el nombre del aniversario.
sp_ui_calendar_memory_title_v5	Nombre del aniversario
sp_ui_calendar_error_not_entered_v5	El aniversario tiene que tener una fecha y un nombre.
sp_ui_calendar_edit_v5	Editar aniversario
sp_ui_calendar_delete_v5	Eliminar
sp_ui_calendar_delete_confirm_v5	¿Seguro que quieres eliminar este aniversario? 
sp_ui_calendar_over_capacity_v5	Has alcanzado el número máximo de aniversarios. Elimina alguno para poder crear más o edita uno de los ya creados.
sp_ui_calendar_memory_empty_today_v5	No hay ningún aniversario.
sp_ui_calendar_empty_list_v5	No hay Pokémon que se puedan mostrar.
sp_ui_calendar_days_v5	Día/Mes
sp_ui_calendar_able_edit_memory_v5	Editar aniversario creado

~~~~~~~~~~~~~~~
Text File : sp_wazacategory_esp.msbt
~~~~~~~~~~~~~~~
sp_wazacategory_0000	Clase
sp_wazacategory_0001	Ataque físico
sp_wazacategory_0002	Ataque especial
sp_wazacategory_0003	Movimiento de estado

~~~~~~~~~~~~~~~
Text File : tokuseiinfo_esp.msbt
~~~~~~~~~~~~~~~
TOKUSEIINFO_000	—
TOKUSEIINFO_001	Puede amedrentar al rival al atacarlo debido al mal olor que emana.
TOKUSEIINFO_002	Hace que llueva al entrar en combate.
TOKUSEIINFO_003	Aumenta su Velocidad en cada turno.
TOKUSEIINFO_004	La robusta coraza que lo protege bloquea los golpes críticos.
TOKUSEIINFO_005	Evita que el rival pueda debilitarlo de un solo golpe cuando tiene los PS al máximo. También evita los movimientos fulminantes.
TOKUSEIINFO_006	Aumenta la humedad del entorno y evita que se puedan utilizar movimientos explosivos, tales como Autodestrucción.
TOKUSEIINFO_007	Evita ser paralizado gracias a la flexibilidad de su cuerpo.
TOKUSEIINFO_008	Aumenta su Evasión durante las tormentas de arena.
TOKUSEIINFO_009	La electricidad estática que lo envuelve puede paralizar al mínimo contacto.
TOKUSEIINFO_010	Si le alcanza un movimiento de tipo Eléctrico, recupera PS en vez de sufrir daño.
TOKUSEIINFO_011	Si le alcanza un movimiento de tipo Agua, recupera PS en vez de sufrir daño.
TOKUSEIINFO_012	Su indiferencia evita que sea provocado o caiga presa del enamoramiento.
TOKUSEIINFO_013	Anula todos los efectos del tiempo atmosférico.
TOKUSEIINFO_014	Aumenta la precisión de sus movimientos.
TOKUSEIINFO_015	Su resistencia al sueño le impide quedarse dormido.
TOKUSEIINFO_016	Adopta el tipo del último movimiento del que es blanco.
TOKUSEIINFO_017	Su sistema inmunitario evita el envenenamiento.
TOKUSEIINFO_018	Si le alcanza algún movimiento de tipo Fuego, potencia sus propios movimientos de dicho tipo.
TOKUSEIINFO_019	El polvo de escamas que lo envuelve lo protege de los efectos secundarios de los ataques recibidos.
TOKUSEIINFO_020	Como le gusta hacer las cosas a su manera, los rivales no logran confundirlo.
TOKUSEIINFO_021	Sus ventosas se aferran al suelo, con lo cual anula movimientos y objetos que fuerzan el relevo.
TOKUSEIINFO_022	Al entrar en combate amilana al rival de tal manera que su Ataque disminuye.
TOKUSEIINFO_023	Impide que el enemigo huya o sea cambiado por otro.
TOKUSEIINFO_024	Hiere con su piel áspera al rival que lo ataque con un movimiento de contacto.
TOKUSEIINFO_025	Gracias a un poder misterioso, solo le hacen daño los movimientos supereficaces.
TOKUSEIINFO_026	Su capacidad de flotar sobre el suelo le proporciona inmunidad frente a los movimientos de tipo Tierra.
TOKUSEIINFO_027	Puede dormir, envenenar o paralizar al Pokémon con el que entre en contacto al recibir un ataque.
TOKUSEIINFO_028	Contagia el envenenamiento, las quemaduras o la parálisis al Pokémon que le cause ese estado.
TOKUSEIINFO_029	Evita que bajen sus características a causa de movimientos o habilidades de otros Pokémon.
TOKUSEIINFO_030	Cura sus problemas de estado al cambiarse con otro Pokémon.
TOKUSEIINFO_031	Atrae y neutraliza los movimientos de tipo Eléctrico, que además le suben el Ataque Especial.
TOKUSEIINFO_032	Aumenta la probabilidad de que los movimientos causen efectos secundarios.
TOKUSEIINFO_033	Sube su Velocidad cuando llueve.
TOKUSEIINFO_034	Sube su Velocidad cuando hace sol.
TOKUSEIINFO_035	Aumenta la probabilidad de encontrar Pokémon al iluminar el entorno.
TOKUSEIINFO_036	Al entrar en combate copia la habilidad del rival.
TOKUSEIINFO_037	Duplica la potencia de sus ataques físicos.
TOKUSEIINFO_038	Puede envenenar al mínimo contacto.
TOKUSEIINFO_039	Gracias a su profunda concentración, no se amedrenta ante los ataques del rival.
TOKUSEIINFO_040	Gracias al magma candente que lo envuelve, no puede ser congelado.
TOKUSEIINFO_041	Evita las quemaduras gracias a la capa de agua que lo envuelve.
TOKUSEIINFO_042	Su magnetismo atrae a los Pokémon de tipo Acero y les impide huir.
TOKUSEIINFO_043	Su aislamiento acústico lo protege de movimientos que usan sonido.
TOKUSEIINFO_044	Recupera PS de forma gradual cuando llueve.
TOKUSEIINFO_045	Crea una tormenta de arena al entrar en combate.
TOKUSEIINFO_046	Presiona al rival para que sus PP se acaben antes.
TOKUSEIINFO_047	Gracias a la gruesa capa de grasa que lo protege, reduce a la mitad el daño que recibe de ataques de tipo Fuego o Hielo.
TOKUSEIINFO_048	Si se duerme, tardará la mitad de tiempo en despertarse.
TOKUSEIINFO_049	Puede quemar al mínimo contacto.
TOKUSEIINFO_050	Puede escaparse de todos los Pokémon salvajes.
TOKUSEIINFO_051	Su aguda vista evita que le disminuya la Precisión.
TOKUSEIINFO_052	Evita que el rival le baje el Ataque.
TOKUSEIINFO_053	Puede recoger objetos que el rival haya usado, o bien otros que encuentre en plena aventura.
TOKUSEIINFO_054	Al ejecutar un movimiento, descansará en el turno siguiente.
TOKUSEIINFO_055	Aumenta su Ataque, pero reduce su Precisión.
TOKUSEIINFO_056	Puede causar enamoramiento al rival que lo toque.
TOKUSEIINFO_057	Potencia su Ataque Especial si un Pokémon aliado tiene la habilidad Más o Menos.
TOKUSEIINFO_058	Potencia su Ataque Especial si un Pokémon aliado tiene la habilidad Más o Menos.
TOKUSEIINFO_059	Cambia a tipo Agua, Fuego o Hielo en función del tiempo atmosférico.
TOKUSEIINFO_060	Los objetos se quedan pegados a su cuerpo, por lo que no pueden robárselos.
TOKUSEIINFO_061	Puede curar sus problemas de estado al mudar la piel.
TOKUSEIINFO_062	Si sufre un problema de estado, se viene arriba y aumenta su Ataque.
TOKUSEIINFO_063	Sube su Defensa si sufre un problema de estado.
TOKUSEIINFO_064	Exuda una sustancia tóxica de intenso hedor que hiere a quienes intentan drenarle PS.
TOKUSEIINFO_065	Potencia sus movimientos de tipo Planta cuando le quedan pocos PS.
TOKUSEIINFO_066	Potencia sus movimientos de tipo Fuego cuando le quedan pocos PS.
TOKUSEIINFO_067	Potencia sus movimientos de tipo Agua cuando le quedan pocos PS.
TOKUSEIINFO_068	Potencia sus movimientos de tipo Bicho cuando le quedan pocos PS.
TOKUSEIINFO_069	No puede dañarse con sus propios movimientos.
TOKUSEIINFO_070	Cuando entra en combate, el tiempo pasa a ser soleado.
TOKUSEIINFO_071	Evita que el rival huya.
TOKUSEIINFO_072	Su determinación le impide quedarse dormido.
TOKUSEIINFO_073	El humo blanco que lo protege evita que otros Pokémon le bajen las características.
TOKUSEIINFO_074	Duplica la potencia de sus ataques físicos gracias al yoga.
TOKUSEIINFO_075	La robusta coraza que lo protege bloquea los golpes críticos.
TOKUSEIINFO_076	Neutraliza todos los efectos del tiempo atmosférico.
TOKUSEIINFO_077	Sube su Evasión si está confuso.
TOKUSEIINFO_078	Si le alcanza un movimiento de tipo Eléctrico, le sube la Velocidad en vez de sufrir daño.
TOKUSEIINFO_079	Si el objetivo es del mismo sexo, su competitividad le lleva a infligir más daño. Si es del sexo contrario, en cambio, el daño será menor.
TOKUSEIINFO_080	Cada vez que se amedrenta sube su Velocidad, debido a su voluntad inquebrantable.
TOKUSEIINFO_081	Sube la Evasión cuando graniza.
TOKUSEIINFO_082	Cuando sus PS se ven reducidos a la mitad, engulle la baya que normalmente solo se comería cuando le quedasen pocos PS.
TOKUSEIINFO_083	Si recibe un golpe crítico, monta en cólera y sube su Ataque hasta el máximo.
TOKUSEIINFO_084	Sube su Velocidad si usa o pierde el objeto que lleva.
TOKUSEIINFO_085	Su cuerpo, resistente al calor, reduce a la mitad el daño recibido por movimientos de tipo Fuego.
TOKUSEIINFO_086	Duplica los cambios en las características.
TOKUSEIINFO_087	Pierde PS si hace sol y los recupera si llueve o recibe un movimiento de tipo Agua. Los movimientos de tipo Fuego, por su parte, le hacen más daño de lo normal.
TOKUSEIINFO_088	Compara la Defensa y la Defensa Especial del rival para ver cuál es inferior y aumenta su propio Ataque o Ataque Especial según sea lo más eficaz.
TOKUSEIINFO_089	Aumenta la potencia de los puñetazos.
TOKUSEIINFO_090	Si resulta envenenado, recupera PS en vez de perderlos.
TOKUSEIINFO_091	Potencia aún más los movimientos cuyo tipo coincida con el suyo.
TOKUSEIINFO_092	Ejecuta siempre los movimientos múltiples con el número máximo de golpes.
TOKUSEIINFO_093	Cura los problemas de estado si está lloviendo.
TOKUSEIINFO_094	Si hace sol, aumenta su Ataque Especial, pero pierde PS en cada turno.
TOKUSEIINFO_095	Aumenta la Velocidad si sufre problemas de estado.
TOKUSEIINFO_096	Hace que todos sus movimientos se vuelvan de tipo Normal y aumenten ligeramente su potencia.
TOKUSEIINFO_097	Potencia los golpes críticos que asesta aún más de lo normal.
TOKUSEIINFO_098	Solo recibe daño de ataques.
TOKUSEIINFO_099	Al quedar ambos expuestos, tanto sus movimientos como los del rival acertarán siempre.
TOKUSEIINFO_100	Ejecuta su movimiento tras todos los demás.
TOKUSEIINFO_101	Potencia sus movimientos más débiles.
TOKUSEIINFO_102	Evita los problemas de estado si hace sol.
TOKUSEIINFO_103	No puede usar objetos equipados.
TOKUSEIINFO_104	Las habilidades del objetivo no afectan a los movimientos que emplea.
TOKUSEIINFO_105	Su buena suerte aumenta la probabilidad de asestar golpes críticos.
TOKUSEIINFO_106	Daña al agresor que le ha dado el golpe de gracia con un movimiento de contacto.
TOKUSEIINFO_107	Prevé los movimientos peligrosos del rival.
TOKUSEIINFO_108	Indica el movimiento más potente del rival al entrar en combate.
TOKUSEIINFO_109	Pasa por alto las mejoras en las características del rival al atacar.
TOKUSEIINFO_110	Potencia los movimientos que no son muy eficaces, que infligen ahora un daño normal.
TOKUSEIINFO_111	Mitiga el daño que le infligen los movimientos supereficaces.
TOKUSEIINFO_112	Baja a la mitad su Ataque y su Velocidad durante cinco turnos.
TOKUSEIINFO_113	Puede alcanzar a Pokémon de tipo Fantasma con movimientos de tipo Normal o Lucha.
TOKUSEIINFO_114	Atrae y neutraliza los movimientos de tipo Agua, que además le suben el Ataque Especial.
TOKUSEIINFO_115	Recupera PS de forma gradual cuando hay tormentas de granizo.
TOKUSEIINFO_116	Mitiga el daño que le infligen los movimientos supereficaces.
TOKUSEIINFO_117	Invoca una tormenta de granizo al entrar en combate.
TOKUSEIINFO_118	Puede que encuentre Miel una vez concluido el combate.
TOKUSEIINFO_119	Puede ver el objeto que lleva el rival al entrar en combate.
TOKUSEIINFO_120	Potencia los movimientos que también dañan al usuario.
TOKUSEIINFO_121	Cambia su tipo al de la tabla o al del Cristal Z que lleve.
TOKUSEIINFO_122	Si hace sol, aumenta su Ataque y su Defensa Especial, así como los de sus aliados.
TOKUSEIINFO_123	Inflige daño a cualquier rival que esté dormido.
TOKUSEIINFO_124	Si el rival usa un movimiento de contacto al atacar, le roba el objeto.
TOKUSEIINFO_125	Sube la potencia de sus movimientos en detrimento de los efectos secundarios, que se ven anulados.
TOKUSEIINFO_126	Invierte los cambios en las características: bajan cuando les toca subir y suben cuando les toca bajar.
TOKUSEIINFO_127	Pone nervioso al rival y le impide usar bayas.
TOKUSEIINFO_128	Sube mucho su Ataque cuando el rival le baja las características.
TOKUSEIINFO_129	Se debilita tanto cuando sus PS se ven reducidos a la mitad que su Ataque y su Ataque Especial bajan.
TOKUSEIINFO_130	Puede anular el movimiento usado en su contra.
TOKUSEIINFO_131	A veces cura los problemas de estado de un aliado.
TOKUSEIINFO_132	Reduce el daño que sufren los aliados.
TOKUSEIINFO_133	Al recibir daño de un ataque físico, le baja la Defensa, pero le sube mucho la Velocidad.
TOKUSEIINFO_134	Duplica su peso.
TOKUSEIINFO_135	Reduce a la mitad su peso.
TOKUSEIINFO_136	Reduce el daño que sufre si sus PS están al máximo.
TOKUSEIINFO_137	Aumenta la potencia de sus ataques físicos cuando está envenenado.
TOKUSEIINFO_138	Aumenta la potencia de sus ataques especiales cuando sufre quemaduras.
TOKUSEIINFO_139	Puede reutilizar varias veces una misma baya.
TOKUSEIINFO_140	Elude los ataques de los aliados durante el combate.
TOKUSEIINFO_141	Una característica le sube mucho en cada turno, pero le baja otra.
TOKUSEIINFO_142	No le afectan las tormentas de arena, el granizo y los movimientos con polvos.
TOKUSEIINFO_143	Puede envenenar al objetivo con solo tocarlo.
TOKUSEIINFO_144	Recupera unos pocos PS al ser cambiado por otro Pokémon.
TOKUSEIINFO_145	Impide que el rival le baje la Defensa.
TOKUSEIINFO_146	Aumenta su Velocidad durante las tormentas de arena.
TOKUSEIINFO_147	Presenta una mayor resistencia ante los movimientos de estado.
TOKUSEIINFO_148	Aumenta la potencia de su movimiento si es el último en atacar.
TOKUSEIINFO_149	Adopta el aspecto del último Pokémon del equipo al entrar en combate para desconcertar al rival.
TOKUSEIINFO_150	Se transforma en el Pokémon que tiene enfrente.
TOKUSEIINFO_151	Ataca sorteando la barrera o el sustituto del rival.
TOKUSEIINFO_152	Contagia la habilidad Momia al rival que entre en contacto con él.
TOKUSEIINFO_153	Al debilitar a un objetivo, su confianza se refuerza de tal manera que aumenta su Ataque.
TOKUSEIINFO_154	Si le alcanza un movimiento de tipo Siniestro, aumenta el Ataque debido a su integridad.
TOKUSEIINFO_155	Si le alcanza un movimiento de tipo Siniestro, Bicho o Fantasma, el miedo hace que le suba la Velocidad.
TOKUSEIINFO_156	Puede devolver los movimientos de estado lanzados por el rival, sin verse afectado por ellos.
TOKUSEIINFO_157	Neutraliza los movimientos de tipo Planta y sube su Ataque.
TOKUSEIINFO_158	Sus movimientos de estado tienen prioridad alta.
TOKUSEIINFO_159	Potencia los movimientos de tipo Tierra, Acero y Roca durante las tormentas de arena.
TOKUSEIINFO_160	Inflige daño al rival si este le golpea con un movimiento de contacto.
TOKUSEIINFO_161	Cambia de forma si sus PS se ven reducidos a la mitad.
TOKUSEIINFO_162	Sube su Precisión y la de sus aliados.
TOKUSEIINFO_163	Las habilidades del objetivo no afectan a los movimientos que emplea.
TOKUSEIINFO_164	Las habilidades del objetivo no afectan a los movimientos que emplea.
TOKUSEIINFO_165	Se protege a sí mismo y a sus aliados de ataques que impiden elegir movimientos.
TOKUSEIINFO_166	Evita que los Pokémon de tipo Planta aliados sufran problemas de estado o que les bajen sus características.
TOKUSEIINFO_167	Recupera PS al comer cualquier baya.
TOKUSEIINFO_168	Cambia su tipo al del movimiento que va a usar.
TOKUSEIINFO_169	Reduce a la mitad el daño que recibe de ataques físicos del rival.
TOKUSEIINFO_170	Roba el objeto del Pokémon al que alcance con un movimiento.
TOKUSEIINFO_171	No le afectan las bombas ni algunos proyectiles.
